f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f jV0500m jV0500f jV0800m jV0800f jV1100m jV1100f jV1300m jV1300f jV1700m jV1700f jV1800m jV1800f 
73907.2 0.00644989 90 1.00004 0 0.0072322 -118.378 1.00006 -0.00251657 1 0 0.00154672 0.680906 0.891376 -0.0012078 0 0 0.00367956 -118.407 0.00320451 -118.378 0 0 0.00153469 -179.316 1 0 0.00157531 179.066 0.00365323 61.6149 0.00359503 -118.433 0 0 0 0 0 0 1.65572e-10 89.9988 5.95235e-13 -28.3782 3.40723e-10 -89.9949 5.23124e-12 -28.3852 3.21422e-07 179.144
75646.3 0.00660168 90 1.00004 0 0.00736428 -117.824 1.00006 -0.00257576 1 0 0.00154575 0.697367 0.891377 -0.00123621 0 0 0.00374673 -117.853 0.00326303 -117.824 0 0 0.00153373 -179.299 1 0 0.00157628 179.045 0.00371995 62.1686 0.00366062 -117.879 0 0 0 0 0 0 1.69469e-10 89.9988 6.20368e-13 -27.8243 3.48739e-10 -89.9948 5.45211e-12 -27.8312 3.21422e-07 179.124
77426.4 0.00675703 90 1.00005 0 0.00750016 -117.278 1.00006 -0.00263634 1 0 0.00154473 0.714247 0.891378 -0.00126528 0 0 0.00381584 -117.307 0.00332324 -117.278 0 0 0.00153271 -179.282 1 0 0.0015773 179.023 0.00378859 62.7151 0.00372811 -117.332 0 0 0 0 0 0 1.73456e-10 89.9987 6.46681e-13 -27.2776 3.56944e-10 -89.9947 5.68336e-12 -27.2845 3.21423e-07 179.103
79248.3 0.00691605 90 1.00005 0 0.00763991 -116.738 1.00006 -0.00269834 1 0 0.00154366 0.73156 0.891379 -0.00129504 0 0 0.00388692 -116.767 0.00338516 -116.738 0 0 0.00153165 -179.265 1 0 0.00157837 179.001 0.00385918 63.2543 0.00379752 -116.792 0 0 0 0 0 0 1.77538e-10 89.9987 6.74232e-13 -26.7382 3.65342e-10 -89.9946 5.92547e-12 -26.745 3.21424e-07 179.082
81113.1 0.00707881 90 1.00005 0 0.00778364 -116.206 1.00007 -0.0027618 1 0 0.00154254 0.749317 0.89138 -0.0013255 0 0 0.00396001 -116.235 0.00344884 -116.206 0 0 0.00153054 -179.247 1 0 0.00157948 178.978 0.00393178 63.7861 0.0038689 -116.259 0 0 0 0 0 0 1.81716e-10 89.9987 7.0308e-13 -26.2062 3.73937e-10 -89.9944 6.17899e-12 -26.213 3.21424e-07 179.06
83021.8 0.0072454 90 1.00005 0 0.00793141 -115.682 1.00007 -0.00282675 1 0 0.00154136 0.767532 0.891381 -0.00135667 0 0 0.00403517 -115.711 0.00351432 -115.682 0 0 0.00152938 -179.229 1 0 0.00158066 178.955 0.00400643 64.3104 0.00394229 -115.734 0 0 0 0 0 0 1.85992e-10 89.9986 7.33286e-13 -25.6817 3.82734e-10 -89.9943 6.44444e-12 -25.6884 3.21425e-07 179.038
84975.3 0.00741591 90 1.00005 0 0.00808332 -115.165 1.00007 -0.00289323 1 0 0.00154014 0.786219 0.891382 -0.00138858 0 0 0.00411244 -115.194 0.00358163 -115.165 0 0 0.00152816 -179.21 1 0 0.00158188 178.931 0.00408316 64.8272 0.00401774 -115.217 0 0 0 0 0 0 1.90369e-10 89.9986 7.64916e-13 -25.1648 3.91738e-10 -89.9942 6.72241e-12 -25.1714 3.21426e-07 179.015
86974.9 0.00759043 90 1.00006 0 0.00823947 -114.656 1.00007 -0.00296127 1 0 0.00153885 0.805392 0.891383 -0.00142123 0 0 0.00419185 -114.685 0.00365082 -114.655 0 0 0.00152688 -179.191 1 0 0.00158317 178.907 0.00416204 65.3363 0.0040953 -114.707 0 0 0 0 0 0 1.94849e-10 89.9986 7.98039e-13 -24.6555 4.00954e-10 -89.994 7.0135e-12 -24.6621 3.21427e-07 178.992
89021.5 0.00776906 90 1.00006 0 0.00839994 -114.154 1.00008 -0.0030309 1 0 0.0015375 0.825066 0.891384 -0.00145465 0 0 0.00427347 -114.183 0.00372192 -114.154 0 0 0.00152554 -179.171 1 0 0.00158451 178.882 0.0042431 65.8378 0.004175 -114.205 0 0 0 0 0 0 1.99434e-10 89.9985 8.32726e-13 -24.1538 4.10386e-10 -89.9939 7.31833e-12 -24.1603 3.21427e-07 178.969
91116.3 0.0079519 90 1.00006 0 0.00856483 -113.66 1.00008 -0.00310218 1 0 0.00153609 0.845257 0.891385 -0.00148886 0 0 0.00435734 -113.689 0.00379498 -113.66 0 0 0.00152414 -179.15 1 0 0.00158592 178.857 0.00432639 66.3315 0.0042569 -113.71 0 0 0 0 0 0 2.04127e-10 89.9985 8.69051e-13 -23.6599 4.20041e-10 -89.9937 7.63756e-12 -23.6663 3.21428e-07 178.944
93260.3 0.00813904 90 1.00007 0 0.00873423 -113.174 1.00008 -0.00317512 1 0 0.00153461 0.86598 0.891387 -0.00152387 0 0 0.0044435 -113.203 0.00387004 -113.174 0 0 0.00152267 -179.13 1 0 0.0015874 178.831 0.00441196 66.8176 0.00434104 -113.224 0 0 0 0 0 0 2.08931e-10 89.9985 9.07094e-13 -23.1736 4.29922e-10 -89.9936 7.97188e-12 -23.18 3.21429e-07 178.919
95454.8 0.00833058 90 1.00007 0 0.00890825 -112.695 1.00008 -0.00324978 1 0 0.00153306 0.887253 0.891388 -0.0015597 0 0 0.00453201 -112.724 0.00394715 -112.695 0 0 0.00152113 -179.108 1 0 0.00158895 178.805 0.00449986 67.2959 0.00442747 -112.745 0 0 0 0 0 0 2.13848e-10 89.9984 9.46937e-13 -22.6951 4.40035e-10 -89.9934 8.32202e-12 -22.7014 3.2143e-07 178.894
97701 0.00852664 90 1.00007 0 0.00908698 -112.224 1.00009 -0.00332619 1 0 0.00153143 0.909093 0.891389 -0.00159638 0 0 0.00462291 -112.254 0.00402634 -112.224 0 0 0.00151951 -179.086 1 0 0.00159057 178.778 0.00459014 67.7665 0.00451625 -112.273 0 0 0 0 0 0 2.1888e-10 89.9984 9.88666e-13 -22.2243 4.50387e-10 -89.9933 8.68873e-12 -22.2306 3.21431e-07 178.868
100000 0.00872731 90 1.00008 0 0.00927053 -111.761 1.00009 -0.00340439 1 0 0.00152973 0.931519 0.891391 -0.00163391 0 0 0.00471627 -111.791 0.00410767 -111.761 0 0 0.00151782 -179.064 1 0 0.00159227 178.75 0.00468286 68.2293 0.00460742 -111.81 0 0 0 0 0 0 2.24031e-10 89.9984 1.03237e-12 -21.7613 4.60982e-10 -89.9931 9.07281e-12 -21.7675 3.21432e-07 178.841
102353 0.00893271 90 1.00008 0 0.009459 -111.306 1.0001 -0.00348443 1 0 0.00152795 0.95455 0.891392 -0.00167233 0 0 0.00481213 -111.335 0.00419118 -111.306 0 0 0.00151605 -179.041 1 0 0.00159405 178.722 0.00477807 68.6844 0.00470104 -111.354 0 0 0 0 0 0 2.29303e-10 89.9983 1.07814e-12 -21.306 4.71825e-10 -89.993 9.47508e-12 -21.3121 3.21434e-07 178.814
104762 0.00914294 90 1.00008 0 0.0096525 -110.858 1.0001 -0.00356635 1 0 0.00152608 0.978206 0.891394 -0.00171164 0 0 0.00491056 -110.888 0.00427692 -110.858 0 0 0.0015142 -179.017 1 0 0.00159591 178.694 0.00487581 69.1317 0.00479716 -110.906 0 0 0 0 0 0 2.34699e-10 89.9983 1.12609e-12 -20.8584 4.82924e-10 -89.9928 9.89642e-12 -20.8644 3.21435e-07 178.786
107227 0.00935812 90 1.00009 0 0.00985115 -110.419 1.0001 -0.00365019 1 0 0.00152412 1.00251 0.891396 -0.00175189 0 0 0.00501159 -110.448 0.00436494 -110.418 0 0 0.00151225 -178.992 1 0 0.00159787 178.665 0.00497615 69.5714 0.00489583 -110.466 0 0 0 0 0 0 2.40222e-10 89.9982 1.17631e-12 -20.4185 4.94284e-10 -89.9926 1.03377e-11 -20.4245 3.21436e-07 178.758
109750 0.00957836 90 1.00009 0 0.010055 -109.986 1.00011 -0.00373599 1 0 0.00152207 1.02748 0.891398 -0.00179307 0 0 0.0051153 -110.016 0.00445528 -109.986 0 0 0.00151022 -178.967 1 0 0.00159991 178.635 0.00507915 70.0033 0.00499712 -110.033 0 0 0 0 0 0 2.45876e-10 89.9982 1.22891e-12 -19.9863 5.0591e-10 -89.9925 1.08e-11 -19.9922 3.21437e-07 178.728
112332 0.00980379 90 1.0001 0 0.0102643 -109.562 1.00011 -0.00382381 1 0 0.00151993 1.05314 0.8914 -0.00183522 0 0 0.00522174 -109.591 0.004548 -109.562 0 0 0.00150809 -178.942 1 0 0.00160206 178.605 0.00518486 70.4277 0.00510107 -109.608 0 0 0 0 0 0 2.51662e-10 89.9982 1.284e-12 -19.5617 5.1781e-10 -89.9923 1.12842e-11 -19.5676 3.21439e-07 178.698
114976 0.0100345 90 1.0001 0 0.0104791 -109.145 1.00012 -0.00391369 1 0 0.00151768 1.07952 0.891402 -0.00187836 0 0 0.00533097 -109.175 0.00464316 -109.145 0 0 0.00150585 -178.915 1 0 0.0016043 178.574 0.00529334 70.8445 0.00520774 -109.19 0 0 0 0 0 0 2.57584e-10 89.9981 1.34171e-12 -19.1446 5.2999e-10 -89.9921 1.17913e-11 -19.1505 3.2144e-07 178.668
117681 0.0102707 90 1.00011 0 0.0106994 -108.735 1.00012 -0.00400568 1 0 0.00151532 1.10664 0.891404 -0.00192251 0 0 0.00544306 -108.765 0.0047408 -108.735 0 0 0.00150351 -178.888 1 0 0.00160666 178.543 0.00540465 71.2537 0.00531721 -108.78 0 0 0 0 0 0 2.63646e-10 89.9981 1.40216e-12 -18.7352 5.42455e-10 -89.9919 1.23226e-11 -18.7409 3.21442e-07 178.636
120450 0.0105124 90 1.00011 0 0.0109255 -108.333 1.00013 -0.00409983 1 0 0.00151285 1.13452 0.891406 -0.0019677 0 0 0.00555806 -108.363 0.00484098 -108.333 0 0 0.00150106 -178.86 1 0 0.00160912 178.511 0.00551885 71.6555 0.00542952 -108.378 0 0 0 0 0 0 2.69851e-10 89.998 1.46548e-12 -18.3331 5.55214e-10 -89.9917 1.2879e-11 -18.3389 3.21443e-07 178.604
123285 0.0107599 90 1.00012 0 0.0111575 -107.939 1.00013 -0.00419618 1 0 0.00151026 1.16321 0.891408 -0.00201394 0 0 0.00567604 -107.969 0.00494375 -107.939 0 0 0.00149849 -178.831 1 0 0.0016117 178.478 0.00563602 72.0498 0.00554474 -107.983 0 0 0 0 0 0 2.76201e-10 89.998 1.53181e-12 -17.9385 5.68273e-10 -89.9915 1.34619e-11 -17.9442 3.21445e-07 178.572
126186 0.0110131 90 1.00012 0 0.0113954 -107.551 1.00014 -0.00429479 1 0 0.00150755 1.19272 0.891411 -0.00206127 0 0 0.00579706 -107.582 0.00504918 -107.551 0 0 0.0014958 -178.801 1 0 0.00161441 178.445 0.00575621 72.4367 0.00566294 -107.595 0 0 0 0 0 0 2.82701e-10 89.9979 1.60129e-12 -17.5513 5.81638e-10 -89.9913 1.40725e-11 -17.5569 3.21447e-07 178.538
129155 0.0112723 90 1.00013 0 0.0116395 -107.171 1.00014 -0.00439571 1 0 0.00150472 1.22308 0.891413 -0.00210971 0 0 0.0059212 -107.202 0.00515732 -107.171 0 0 0.00149298 -178.771 1 0 0.00161724 178.411 0.00587949 72.8164 0.00578418 -107.215 0 0 0 0 0 0 2.89354e-10 89.9979 1.67407e-12 -17.1714 5.95317e-10 -89.9911 1.47121e-11 -17.1769 3.21448e-07 178.504
132194 0.0115376 90 1.00013 0 0.0118898 -106.799 1.00015 -0.00449899 1 0 0.00150174 1.25434 0.891416 -0.00215929 0 0 0.00604852 -106.829 0.00526822 -106.799 0 0 0.00149003 -178.739 1 0 0.00162021 178.377 0.00600593 73.1888 0.00590853 -106.842 0 0 0 0 0 0 2.96164e-10 89.9978 1.75032e-12 -16.7986 6.09318e-10 -89.9909 1.53821e-11 -16.8041 3.2145e-07 178.468
135305 0.0118092 90 1.00014 0 0.0121465 -106.433 1.00015 -0.0046047 1 0 0.00149863 1.28652 0.891419 -0.00221002 0 0 0.00617909 -106.464 0.00538197 -106.433 0 0 0.00148694 -178.707 1 0 0.00162332 178.342 0.0061356 73.5541 0.00603605 -106.476 0 0 0 0 0 0 3.03134e-10 89.9978 1.83018e-12 -16.433 6.23647e-10 -89.9907 1.6084e-11 -16.4385 3.21452e-07 178.432
138489 0.0120872 90 1.00015 0 0.0124097 -106.075 1.00016 -0.00471288 1 0 0.00149536 1.31967 0.891421 -0.00226195 0 0 0.00631299 -106.106 0.00549861 -106.074 0 0 0.0014837 -178.674 1 0 0.00162657 178.306 0.00626857 73.9124 0.00616682 -106.117 0 0 0 0 0 0 3.10268e-10 89.9977 1.91384e-12 -16.0745 6.38314e-10 -89.9905 1.68192e-11 -16.0799 3.21454e-07 178.395
141747 0.0123717 90 1.00015 0 0.0126796 -105.723 1.00017 -0.00482359 1 0 0.00149194 1.35381 0.891424 -0.00231509 0 0 0.00645028 -105.754 0.0056182 -105.723 0 0 0.0014803 -178.639 1 0 0.00162999 178.27 0.00640492 74.2636 0.00630091 -105.765 0 0 0 0 0 0 3.1757e-10 89.9977 2.00149e-12 -15.7229 6.53324e-10 -89.9903 1.75894e-11 -15.7283 3.21457e-07 178.358
145083 0.0126629 90 1.00016 0 0.0129564 -105.378 1.00017 -0.0049369 1 0 0.00148836 1.389 0.891428 -0.00236948 0 0 0.00659105 -105.41 0.00574083 -105.378 0 0 0.00147674 -178.604 1 0 0.00163356 178.233 0.00654471 74.608 0.0064384 -105.42 0 0 0 0 0 0 3.25044e-10 89.9976 2.0933e-12 -15.3783 6.68687e-10 -89.99 1.83963e-11 -15.3836 3.21459e-07 178.319
148497 0.012961 90 1.00017 0 0.0132401 -105.041 1.00018 -0.00505285 1 0 0.00148461 1.42528 0.891431 -0.00242513 0 0 0.00673537 -105.072 0.00586655 -105.04 0 0 0.00147302 -178.568 1 0 0.0016373 178.196 0.00668804 74.9455 0.00657935 -105.082 0 0 0 0 0 0 3.32694e-10 89.9976 2.18947e-12 -15.0404 6.84411e-10 -89.9898 1.92415e-11 -15.0457 3.21461e-07 178.279
151991 0.0132661 90 1.00018 0 0.013531 -104.709 1.00019 -0.00517153 1 0 0.00148068 1.46268 0.891435 -0.0024821 0 0 0.00688333 -104.741 0.00599543 -104.709 0 0 0.00146912 -178.53 1 0 0.00164123 178.158 0.00683496 75.2763 0.00672386 -104.751 0 0 0 0 0 0 3.40524e-10 89.9975 2.29023e-12 -14.7093 7.00505e-10 -89.9896 2.01269e-11 -14.7145 3.21464e-07 178.239
155568 0.0135783 90 1.00018 0 0.0138292 -104.385 1.0002 -0.00529297 1 0 0.00147656 1.50127 0.891438 -0.00254039 0 0 0.007035 -104.417 0.00612755 -104.385 0 0 0.00146503 -178.491 1 0 0.00164534 178.119 0.00698558 75.6005 0.00687198 -104.426 0 0 0 0 0 0 3.48538e-10 89.9975 2.39577e-12 -14.3848 7.16976e-10 -89.9893 2.10544e-11 -14.39 3.21466e-07 178.197
159228 0.013898 90 1.00019 0 0.0141348 -104.067 1.00021 -0.00541726 1 0 0.00147225 1.5411 0.891442 -0.00260005 0 0 0.00719046 -104.099 0.00626297 -104.067 0 0 0.00146074 -178.451 1 0 0.00164964 178.08 0.00713997 75.9181 0.00702382 -104.108 0 0 0 0 0 0 3.56741e-10 89.9974 2.50634e-12 -14.0668 7.33833e-10 -89.9891 2.20261e-11 -14.072 3.21469e-07 178.155
162975 0.0142251 90 1.0002 0 0.0144481 -103.755 1.00021 -0.00554445 1 0 0.00146773 1.58222 0.891446 -0.0026611 0 0 0.0073498 -103.788 0.00640177 -103.755 0 0 0.00145626 -178.41 1 0 0.00165415 178.04 0.00729821 76.2293 0.00717945 -103.796 0 0 0 0 0 0 3.65137e-10 89.9973 2.62217e-12 -13.7552 7.51087e-10 -89.9888 2.3044e-11 -13.7604 3.21472e-07 178.112
166810 0.01456 90 1.00021 0 0.0147691 -103.45 1.00022 -0.00567462 1 0 0.001463 1.62468 0.89145 -0.00272358 0 0 0.00751312 -103.483 0.00654404 -103.45 0 0 0.00145155 -178.367 1 0 0.00165888 177.999 0.00746039 76.5341 0.00733896 -103.49 0 0 0 0 0 0 3.73731e-10 89.9973 2.74352e-12 -13.4501 7.68745e-10 -89.9886 2.41104e-11 -13.4552 3.21475e-07 178.067
170735 0.0149028 90 1.00022 0 0.0150982 -103.151 1.00023 -0.00580782 1 0 0.00145804 1.66857 0.891455 -0.00278752 0 0 0.00768049 -103.185 0.00668983 -103.151 0 0 0.00144663 -178.323 1 0 0.00166383 177.958 0.0076266 76.8327 0.00750243 -103.191 0 0 0 0 0 0 3.82527e-10 89.9972 2.87064e-12 -13.1511 7.86818e-10 -89.9883 2.52275e-11 -13.1562 3.21478e-07 178.022
174753 0.0152536 90 1.00023 0 0.0154354 -102.858 1.00024 -0.00594414 1 0 0.00145284 1.71393 0.891459 -0.00285295 0 0 0.00785202 -102.892 0.00683925 -102.858 0 0 0.00144147 -178.278 1 0 0.00166901 177.917 0.00779694 77.1251 0.00766996 -102.898 0 0 0 0 0 0 3.91531e-10 89.9971 3.00381e-12 -12.8583 8.05314e-10 -89.988 2.63979e-11 -12.8634 3.21482e-07 177.975
178865 0.0156127 90 1.00024 0 0.0157809 -102.572 1.00025 -0.00608364 1 0 0.0014474 1.76086 0.891464 -0.00291992 0 0 0.00802779 -102.606 0.00699236 -102.572 0 0 0.00143606 -178.231 1 0 0.00167444 177.875 0.00797149 77.4114 0.00784163 -102.611 0 0 0 0 0 0 4.00746e-10 89.9971 3.14332e-12 -12.5716 8.24245e-10 -89.9877 2.76239e-11 -12.5767 3.21485e-07 177.927
183074 0.0159803 90 1.00026 0 0.016135 -102.291 1.00027 -0.00622639 1 0 0.0014417 1.80942 0.891469 -0.00298844 0 0 0.0082079 -102.325 0.00714925 -102.291 0 0 0.0014304 -178.182 1 0 0.00168013 177.832 0.00815035 77.6918 0.00801755 -102.33 0 0 0 0 0 0 4.10178e-10 89.997 3.28947e-12 -12.2908 8.4362e-10 -89.9874 2.89083e-11 -12.2959 3.21489e-07 177.879
187382 0.0163565 90 1.00027 0 0.0164978 -102.016 1.00028 -0.00637248 1 0 0.00143572 1.8597 0.891474 -0.00305857 0 0 0.00839245 -102.051 0.00731001 -102.016 0 0 0.00142447 -178.131 1 0 0.00168609 177.789 0.00833362 77.9663 0.0081978 -102.055 0 0 0 0 0 0 4.19832e-10 89.9969 3.44259e-12 -12.0159 8.63449e-10 -89.9871 3.02538e-11 -12.0209 3.21493e-07 177.829
191791 0.0167416 90 1.00028 0 0.0168696 -101.747 1.00029 -0.00652197 1 0 0.00142946 1.91178 0.89148 -0.00313033 0 0 0.00858154 -101.782 0.00747472 -101.747 0 0 0.00141826 -178.079 1 0 0.00169234 177.745 0.0085214 78.235 0.00838248 -101.786 0 0 0 0 0 0 4.29714e-10 89.9969 3.60299e-12 -11.7468 8.83744e-10 -89.9868 3.16635e-11 -11.7518 3.21497e-07 177.778
196304 0.0171358 90 1.00029 0 0.0172504 -101.483 1.0003 -0.00667495 1 0 0.00142291 1.96578 0.891486 -0.00320376 0 0 0.00877527 -101.519 0.00764348 -101.483 0 0 0.00141175 -178.025 1 0 0.00169888 177.701 0.00871379 78.4981 0.0085717 -101.522 0 0 0 0 0 0 4.39829e-10 89.9968 3.77103e-12 -11.4833 9.04514e-10 -89.9865 3.31402e-11 -11.4883 3.21501e-07 177.725
200923 0.0175393 90 1.00031 0 0.0176406 -101.225 1.00032 -0.00683149 1 0 0.00141604 2.02179 0.891492 -0.00327891 0 0 0.00897376 -101.262 0.00781638 -101.225 0 0 0.00140493 -177.969 1 0 0.00170573 177.657 0.0089109 78.7556 0.00876557 -101.264 0 0 0 0 0 0 4.50181e-10 89.9967 3.94708e-12 -11.2253 9.25771e-10 -89.9862 3.46873e-11 -11.2303 3.21505e-07 177.672
205651 0.0179522 90 1.00032 0 0.0180404 -100.973 1.00033 -0.00699168 1 0 0.00140885 2.07993 0.891498 -0.00335581 0 0 0.0091771 -101.01 0.0079935 -100.973 0 0 0.00139779 -177.91 1 0 0.00171291 177.612 0.00911283 79.0076 0.00896417 -101.012 0 0 0 0 0 0 4.60778e-10 89.9966 4.13151e-12 -10.9729 9.47526e-10 -89.9859 3.63081e-11 -10.9778 3.2151e-07 177.617
210490 0.018375 90 1.00034 0 0.0184499 -100.726 1.00035 -0.00715559 1 0 0.00140131 2.14032 0.891505 -0.00343449 0 0 0.00938542 -100.763 0.00817496 -100.726 0 0 0.0013903 -177.849 1 0 0.00172043 177.566 0.0093197 79.2542 0.00916764 -100.765 0 0 0 0 0 0 4.71624e-10 89.9966 4.32472e-12 -10.7258 9.69791e-10 -89.9856 3.80061e-11 -10.7308 3.21515e-07 177.561
215443 0.0188076 90 1.00035 0 0.0188695 -100.484 1.00036 -0.00732332 1 0 0.00139342 2.20309 0.891512 -0.00351501 0 0 0.00959882 -100.522 0.00836085 -100.484 0 0 0.00138246 -177.786 1 0 0.00172831 177.52 0.00953161 79.4955 0.00937607 -100.523 0 0 0 0 0 0 4.82726e-10 89.9965 4.52714e-12 -10.484 9.92578e-10 -89.9852 3.97849e-11 -10.4889 3.2152e-07 177.503
220513 0.0192505 90 1.00037 0 0.0192992 -100.248 1.00038 -0.00749495 1 0 0.00138515 2.26839 0.891519 -0.0035974 0 0 0.00981742 -100.286 0.00855127 -100.247 0 0 0.00137425 -177.721 1 0 0.00173656 177.474 0.0097487 79.7317 0.00958958 -100.286 0 0 0 0 0 0 4.94089e-10 89.9964 4.7392e-12 -10.2473 1.0159e-09 -89.9849 4.16485e-11 -10.2523 3.21525e-07 177.445
225702 0.0197039 90 1.00039 0 0.0197394 -100.016 1.0004 -0.00767056 1 0 0.00137649 2.33638 0.891527 -0.00368171 0 0 0.0100413 -100.055 0.00874632 -100.016 0 0 0.00136565 -177.653 1 0 0.0017452 177.427 0.00997106 79.9628 0.00980829 -100.055 0 0 0 0 0 0 5.0572e-10 89.9963 4.96136e-12 -10.0158 1.03976e-09 -89.9845 4.36008e-11 -10.0207 3.21531e-07 177.384
231013 0.0201679 90 1.00041 0 0.0201903 -99.7894 1.00041 -0.00785026 1 0 0.00136741 2.40723 0.891535 -0.00376798 0 0 0.0102707 -99.8286 0.00894611 -99.7892 0 0 0.00135664 -177.582 1 0 0.00175426 177.381 0.0101988 80.1888 0.0100323 -99.828 0 0 0 0 0 0 5.17624e-10 89.9962 5.1941e-12 -9.7892 1.06419e-09 -89.9842 4.56462e-11 -9.79415 3.21536e-07 177.323
236449 0.0206429 90 1.00043 0 0.0206522 -99.5677 1.00043 -0.00803412 1 0 0.0013579 2.48112 0.891544 -0.00385625 0 0 0.0105056 -99.6075 0.00915076 -99.5675 0 0 0.00134719 -177.507 1 0 0.00176375 177.333 0.0104321 80.41 0.0102618 -99.6063 0 0 0 0 0 0 5.2981e-10 89.9961 5.43794e-12 -9.56751 1.08919e-09 -89.9838 4.7789e-11 -9.57247 3.21543e-07 177.26
242013 0.021129 90 1.00045 0 0.0211252 -99.3508 1.00045 -0.00822225 1 0 0.00134794 2.55827 0.891553 -0.00394657 0 0 0.0107463 -99.3912 0.00936036 -99.3506 0 0 0.0013373 -177.43 1 0 0.00177368 177.286 0.0106711 80.6264 0.0104968 -99.3895 0 0 0 0 0 0 5.42282e-10 89.9961 5.69339e-12 -9.35063 1.11477e-09 -89.9834 5.0034e-11 -9.35559 3.21549e-07 177.195
247708 0.0216267 90 1.00047 0 0.0216098 -99.1386 1.00047 -0.00841474 1 0 0.00133751 2.63889 0.891562 -0.00403898 0 0 0.0109927 -99.1797 0.00957505 -99.1384 0 0 0.00132695 -177.349 1 0 0.0017841 177.238 0.0109158 80.838 0.0107375 -99.1774 0 0 0 0 0 0 5.55048e-10 89.996 5.96102e-12 -9.13844 1.14095e-09 -89.983 5.23858e-11 -9.14341 3.21556e-07 177.129
253536 0.0221361 90 1.00049 0 0.022106 -98.9311 1.00049 -0.00861169 1 0 0.00132658 2.72325 0.891572 -0.00413354 0 0 0.0112452 -98.9728 0.00979493 -98.9309 0 0 0.00131609 -177.264 1 0 0.001795 177.191 0.0111665 81.045 0.0109841 -98.9699 0 0 0 0 0 0 5.68115e-10 89.9959 6.24139e-12 -8.93087 1.16774e-09 -89.9826 5.48498e-11 -8.93585 3.21563e-07 177.062
259502 0.0226575 90 1.00051 0 0.0226142 -98.728 1.00052 -0.00881319 1 0 0.00131513 2.8116 0.891582 -0.00423028 0 0 0.0115037 -98.7704 0.0100201 -98.7278 0 0 0.00130472 -177.176 1 0 0.00180643 177.143 0.0114232 81.2475 0.0112366 -98.7669 0 0 0 0 0 0 5.8149e-10 89.9958 6.53513e-12 -8.72782 1.19516e-09 -89.9822 5.74312e-11 -8.73282 3.2157e-07 176.992
265609 0.0231912 90 1.00054 0 0.0231348 -98.5294 1.00054 -0.00901936 1 0 0.00130314 2.90425 0.891592 -0.00432927 0 0 0.0117685 -98.5725 0.0102508 -98.5292 0 0 0.00129282 -177.083 1 0 0.00181839 177.095 0.0116862 81.4455 0.0114952 -98.5685 0 0 0 0 0 0 5.9518e-10 89.9957 6.84287e-12 -8.52921 1.22322e-09 -89.9818 6.01356e-11 -8.53422 3.21578e-07 176.922
271859 0.0237375 90 1.00056 0 0.0236678 -98.3352 1.00057 -0.00923029 1 0 0.00129058 3.00154 0.891604 -0.00443054 0 0 0.0120396 -98.3789 0.010487 -98.3349 0 0 0.00128034 -176.985 1 0 0.00183093 177.047 0.0119554 81.6392 0.0117601 -98.3743 0 0 0 0 0 0 6.09193e-10 89.9956 7.16528e-12 -8.33494 1.25194e-09 -89.9814 6.29689e-11 -8.33996 3.21586e-07 176.849
278256 0.0242967 90 1.00059 0 0.0242138 -98.1452 1.00059 -0.00944608 1 0 0.00127742 3.10383 0.891615 -0.00453415 0 0 0.0123173 -98.1896 0.0107289 -98.1449 0 0 0.00126728 -176.882 1 0 0.00184406 176.999 0.0122312 81.8286 0.0120313 -98.1845 0 0 0 0 0 0 6.23536e-10 89.9955 7.50305e-12 -8.14492 1.28133e-09 -89.9809 6.59372e-11 -8.14997 3.21594e-07 176.775
284804 0.0248692 90 1.00062 0 0.0247729 -97.9593 1.00062 -0.00966686 1 0 0.00126364 3.21155 0.891628 -0.00464016 0 0 0.0126017 -98.0045 0.0109766 -97.9591 0 0 0.00125359 -176.774 1 0 0.00185782 176.951 0.0125136 82.0138 0.0123091 -97.9988 0 0 0 0 0 0 6.38218e-10 89.9954 7.85692e-12 -7.95908 1.3114e-09 -89.9805 6.90471e-11 -7.96415 3.21603e-07 176.699
291505 0.0254551 90 1.00065 0 0.0253454 -97.7776 1.00065 -0.00989272 1 0 0.0012492 3.32514 0.891641 -0.0047486 0 0 0.012893 -97.8236 0.0112303 -97.7773 0 0 0.00123925 -176.66 1 0 0.00187223 176.904 0.0128028 82.195 0.0125935 -97.8173 0 0 0 0 0 0 6.53245e-10 89.9953 8.22766e-12 -7.77732 1.34218e-09 -89.98 7.23052e-11 -7.78241 3.21612e-07 176.621
298365 0.0260549 90 1.00068 0 0.0259317 -97.5998 1.00068 -0.0101238 1 0 0.00123408 3.44514 0.891654 -0.00485955 0 0 0.0131912 -97.6466 0.0114901 -97.5996 0 0 0.00122423 -176.54 1 0 0.00188733 176.856 0.013099 82.3721 0.0128848 -97.6397 0 0 0 0 0 0 6.68627e-10 89.9951 8.61608e-12 -7.59956 1.37367e-09 -89.9796 7.57186e-11 -7.60468 3.21622e-07 176.542
