t 1 2 3 4 5 jL0300 
570 -0.517607 1.41365 -0.476303 2.04862 0.929148 1.44613
570.1 -0.507804 1.36671 -0.487104 1.98148 0.87786 1.39794
570.2 -0.495872 1.32345 -0.496023 1.91538 0.827658 1.34877
570.3 -0.481841 1.28409 -0.50301 1.8506 0.778755 1.2988
570.4 -0.465751 1.2488 -0.508022 1.78741 0.731359 1.24823
570.5 -0.447651 1.21777 -0.511023 1.72607 0.685672 1.19726
570.6 -0.427599 1.19116 -0.511984 1.66685 0.641893 1.1461
570.7 -0.405658 1.1691 -0.510886 1.61002 0.600214 1.09494
570.8 -0.381904 1.15172 -0.507717 1.5558 0.560821 1.04399
570.9 -0.356417 1.13914 -0.502472 1.50445 0.523891 0.993463
571 -0.329287 1.13144 -0.495158 1.4562 0.489592 0.943564
571.1 -0.300609 1.12869 -0.485785 1.41127 0.458084 0.894499
571.2 -0.270487 1.13094 -0.474377 1.36985 0.429517 0.846474
571.3 -0.239031 1.13823 -0.460963 1.33216 0.40403 0.799691
571.4 -0.206358 1.15057 -0.44558 1.29837 0.381751 0.754347
571.5 -0.172589 1.16794 -0.428276 1.26865 0.362794 0.710638
571.6 -0.137853 1.19032 -0.409104 1.24316 0.347264 0.668754
571.7 -0.10228 1.21765 -0.388127 1.22202 0.33525 0.628877
571.8 -0.0660091 1.24987 -0.365416 1.20536 0.32683 0.591186
571.9 -0.02918 1.28689 -0.341047 1.19329 0.322066 0.555849
572 0.00806293 1.3286 -0.315107 1.18588 0.321007 0.523028
572.1 0.0455728 1.37486 -0.287686 1.18321 0.323686 0.492876
572.2 0.0832003 1.42552 -0.258885 1.18533 0.330124 0.465536
572.3 0.120795 1.48043 -0.228807 1.19226 0.340324 0.441141
572.4 0.158204 1.53938 -0.197565 1.20402 0.354275 0.419812
572.5 0.195275 1.60217 -0.165275 1.2206 0.371952 0.401662
572.6 0.231857 1.66859 -0.132058 1.24196 0.393313 0.386787
572.7 0.267797 1.73838 -0.0980415 1.26807 0.418301 0.375276
572.8 0.302946 1.81131 -0.0633562 1.29885 0.446845 0.3672
572.9 0.337155 1.8871 -0.0281367 1.33422 0.478857 0.362621
573 0.370278 1.96546 0.00747934 1.37408 0.514238 0.361585
573.1 0.402174 2.0461 0.0433513 1.41829 0.552871 0.364124
573.2 0.432704 2.12872 0.0793366 1.46671 0.594626 0.370258
573.3 0.461733 2.21299 0.115291 1.51919 0.639361 0.379989
573.4 0.489133 2.2986 0.151069 1.57554 0.686918 0.393309
573.5 0.51478 2.38519 0.186525 1.63557 0.737128 0.410191
573.6 0.538556 2.47245 0.221513 1.69906 0.78981 0.430597
573.7 0.56035 2.56001 0.255888 1.76579 0.844772 0.454472
573.8 0.580059 2.64752 0.289508 1.83551 0.90181 0.481748
573.9 0.597586 2.73464 0.322229 1.90797 0.96071 0.512343
574 0.612843 2.82101 0.353914 1.98289 1.02125 0.546158
574.1 0.62575 2.90627 0.384425 2.06 1.0832 0.583085
574.2 0.636237 2.99008 0.41363 2.139 1.14632 0.622999
574.3 0.644241 3.07207 0.441401 2.21958 1.21036 0.665762
574.4 0.64971 3.15192 0.467615 2.30144 1.27508 0.711226
574.5 0.652603 3.22926 0.492152 2.38425 1.34022 0.759228
574.6 0.652886 3.30379 0.514901 2.46769 1.40552 0.809596
574.7 0.650537 3.37516 0.535756 2.55142 1.47071 0.862144
574.8 0.645545 3.44307 0.554617 2.63512 1.53554 0.91668
574.9 0.637909 3.50722 0.571392 2.71844 1.59973 0.972997
575 0.627638 3.56732 0.585996 2.80104 1.66303 1.03088
575.1 0.614752 3.62309 0.598354 2.88259 1.72517 1.09012
575.2 0.599284 3.67427 0.608397 2.96274 1.78589 1.15048
575.3 0.581273 3.72062 0.616066 3.04116 1.84494 1.21172
575.4 0.560772 3.76191 0.621312 3.11753 1.90207 1.27361
575.5 0.537845 3.79794 0.624093 3.19152 1.95702 1.3359
575.6 0.512564 3.82852 0.624379 3.2628 2.00956 1.39835
575.7 0.485013 3.85349 0.622148 3.33108 2.05945 1.46069
575.8 0.455283 3.87268 0.61739 3.39605 2.10649 1.52269
575.9 0.423478 3.88599 0.610103 3.45742 2.15044 1.58409
576 0.389709 3.89331 0.600296 3.51491 2.19112 1.64463
576.1 0.354097 3.89457 0.587988 3.56827 2.22832 1.70406
576.2 0.31677 3.8897 0.57321 3.61725 2.26188 1.76214
576.3 0.277866 3.87869 0.556 3.6616 2.29163 1.81862
576.4 0.237529 3.86152 0.536409 3.70112 2.31741 1.87326
576.5 0.195909 3.83821 0.514498 3.73561 2.33909 1.92583
576.6 0.153165 3.80882 0.490334 3.76489 2.35655 1.97609
576.7 0.10946 3.7734 0.463999 3.78879 2.36969 2.02382
576.8 0.064962 3.73206 0.43558 3.80719 2.37842 2.06882
576.9 0.0198449 3.68492 0.405175 3.81995 2.38267 2.11087
577 -0.0257146 3.6321 0.372892 3.82698 2.38238 2.14979
577.1 -0.0715361 3.5738 0.338846 3.82822 2.37752 2.18539
577.2 -0.117437 3.51019 0.303159 3.8236 2.36807 2.21751
577.3 -0.163233 3.44149 0.265963 3.8131 2.35403 2.24598
577.4 -0.208738 3.36793 0.227395 3.79672 2.33543 2.27066
577.5 -0.253766 3.28978 0.187599 3.77447 2.3123 2.29142
577.6 -0.298132 3.20731 0.146728 3.74639 2.2847 2.30814
577.7 -0.341651 3.12082 0.104937 3.71256 2.25271 2.32073
577.8 -0.384142 3.03063 0.0623861 3.67306 2.21641 2.32911
577.9 -0.425424 2.93707 0.0192424 3.628 2.17592 2.33319
578 -0.465321 2.84049 -0.0243254 3.57753 2.13137 2.33294
578.1 -0.503662 2.74126 -0.0681449 3.5218 2.08291 2.32832
578.2 -0.540279 2.63975 -0.112041 3.461 2.0307 2.31931
578.3 -0.57501 2.53636 -0.155838 3.39533 1.97492 2.30592
578.4 -0.6077 2.43149 -0.199358 3.32501 1.91577 2.28815
578.5 -0.638201 2.32555 -0.242423 3.2503 1.85345 2.26606
578.6 -0.666372 2.21895 -0.284856 3.17146 1.7882 2.23969
578.7 -0.692081 2.11213 -0.326481 3.08877 1.72026 2.20912
578.8 -0.715205 2.00552 -0.367122 3.00254 1.64988 2.17443
578.9 -0.735629 1.89953 -0.406609 2.91308 1.57731 2.13573
579 -0.75325 1.79462 -0.444773 2.82073 1.50284 2.09315
579.1 -0.767973 1.6912 -0.481449 2.72585 1.42676 2.04683
579.2 -0.779716 1.58971 -0.516477 2.62879 1.34935 1.99692
579.3 -0.788408 1.49058 -0.549702 2.52992 1.27092 1.9436
579.4 -0.793989 1.39422 -0.580977 2.42964 1.19177 1.88705
579.5 -0.796412 1.30104 -0.610159 2.32832 1.11223 1.82747
579.6 -0.795642 1.21144 -0.637114 2.22639 1.0326 1.76509
579.7 -0.791655 1.12582 -0.661716 2.12423 0.953205 1.70013
579.8 -0.784443 1.04455 -0.683845 2.02227 0.874373 1.63283
579.9 -0.774037 0.966673 -0.703393 1.92091 0.796422 1.56345
580 -0.760607 0.88869 -0.720261 1.82057 0.719665 1.49224
580.1 -0.744506 0.808437 -0.734358 1.72166 0.644387 1.41949
580.2 -0.72614 0.726571 -0.745606 1.62459 0.570836 1.34547
580.3 -0.705877 0.643363 -0.753937 1.52977 0.499219 1.27046
580.4 -0.684074 0.559038 -0.759292 1.4376 0.429709 1.19478
580.5 -0.661076 0.473769 -0.761628 1.34847 0.362441 1.11871
580.6 -0.637212 0.387682 -0.76091 1.26276 0.29752 1.04255
580.7 -0.612798 0.300853 -0.757116 1.18086 0.235015 0.966627
580.8 -0.588138 0.213309 -0.750238 1.10311 0.174966 0.891234
580.9 -0.563522 0.125027 -0.740278 1.02987 0.117383 0.816682
581 -0.539225 0.0359325 -0.727285 0.959877 0.0622486 0.743279
581.1 -0.515514 -0.0541002 -0.711454 0.88976 0.00951648 0.671318
581.2 -0.492641 -0.14525 -0.693129 0.818346 -0.0408843 0.601068
581.3 -0.470848 -0.237747 -0.672677 0.746205 -0.0890497 0.53276
581.4 -0.450369 -0.33188 -0.650434 0.673638 -0.1351 0.46659
581.5 -0.431428 -0.427991 -0.626723 0.600905 -0.179177 0.40272
581.6 -0.414243 -0.526482 -0.601853 0.528226 -0.221446 0.341281
581.7 -0.399023 -0.627815 -0.576118 0.455781 -0.262092 0.282375
581.8 -0.385975 -0.732514 -0.549797 0.383709 -0.301324 0.226075
581.9 -0.375303 -0.841172 -0.523154 0.312113 -0.339368 0.172424
582 -0.367208 -0.954447 -0.496439 0.241052 -0.376472 0.121444
582.1 -0.361829 -1.07017 -0.469887 0.170552 -0.412902 0.0731293
582.2 -0.359072 -1.18257 -0.44372 0.100595 -0.448925 0.0274522
582.3 -0.358594 -1.28984 -0.418147 0.031127 -0.484789 -0.0156363
582.4 -0.360035 -1.39292 -0.393363 -0.0379435 -0.520705 -0.0562052
582.5 -0.363079 -1.49226 -0.369552 -0.106748 -0.556847 -0.0943429
582.6 -0.367434 -1.58826 -0.346886 -0.175456 -0.593362 -0.130155
582.7 -0.372829 -1.68124 -0.325527 -0.244276 -0.630366 -0.163765
582.8 -0.379009 -1.77147 -0.305629 -0.313456 -0.667951 -0.195311
582.9 -0.385739 -1.85918 -0.287335 -0.383285 -0.706184 -0.224945
583 -0.392802 -1.94454 -0.270784 -0.454093 -0.745109 -0.252837
583.1 -0.399994 -2.02767 -0.256106 -0.52625 -0.784747 -0.279166
583.2 -0.407128 -2.10868 -0.243428 -0.600174 -0.825104 -0.304126
583.3 -0.41403 -2.18763 -0.232873 -0.676326 -0.866164 -0.327923
583.4 -0.42054 -2.26454 -0.224563 -0.755216 -0.907896 -0.350776
583.5 -0.426511 -2.33943 -0.218617 -0.837403 -0.950253 -0.372916
583.6 -0.431807 -2.41226 -0.215156 -0.923502 -0.993174 -0.394584
583.7 -0.436306 -2.483 -0.214293 -1.01362 -1.03659 -0.416034
583.8 -0.439897 -2.55158 -0.216035 -1.10435 -1.0804 -0.437529
583.9 -0.442478 -2.61795 -0.220156 -1.19134 -1.12453 -0.459319
584 -0.44396 -2.682 -0.226307 -1.27571 -1.16886 -0.481625
584.1 -0.444265 -2.74365 -0.234204 -1.35789 -1.21328 -0.504636
584.2 -0.443323 -2.80278 -0.243577 -1.43823 -1.25767 -0.528513
584.3 -0.441076 -2.85928 -0.254174 -1.51703 -1.3019 -0.55339
584.4 -0.437476 -2.91304 -0.265756 -1.59453 -1.34584 -0.579378
584.5 -0.432483 -2.96394 -0.278098 -1.67093 -1.38935 -0.606565
584.6 -0.426067 -3.01186 -0.290989 -1.74638 -1.43229 -0.635015
584.7 -0.418209 -3.05668 -0.30423 -1.82099 -1.47452 -0.664773
584.8 -0.408896 -3.09827 -0.317634 -1.89484 -1.51589 -0.695864
584.9 -0.398125 -3.13654 -0.331023 -1.96798 -1.55625 -0.728297
585 -0.385904 -3.17137 -0.344233 -2.04041 -1.59546 -0.762062
585.1 -0.372246 -3.20265 -0.357107 -2.11212 -1.63338 -0.797131
585.2 -0.357174 -3.23029 -0.369499 -2.18308 -1.66986 -0.833466
585.3 -0.340719 -3.2542 -0.381273 -2.25321 -1.70477 -0.871009
585.4 -0.322917 -3.27431 -0.392303 -2.32243 -1.73796 -0.909694
585.5 -0.303815 -3.29054 -0.402469 -2.39066 -1.76931 -0.94944
585.6 -0.283466 -3.30284 -0.411664 -2.45778 -1.79869 -0.990155
585.7 -0.261929 -3.31117 -0.419788 -2.52366 -1.82596 -1.03174
585.8 -0.239269 -3.31548 -0.426748 -2.58816 -1.85103 -1.07407
585.9 -0.21556 -3.31577 -0.432465 -2.65114 -1.87378 -1.11704
586 -0.190878 -3.31201 -0.436862 -2.71245 -1.89411 -1.16052
586.1 -0.165306 -3.30423 -0.439876 -2.77193 -1.91193 -1.20437
586.2 -0.138935 -3.29243 -0.441451 -2.82941 -1.92715 -1.24845
586.3 -0.111855 -3.27665 -0.441537 -2.88474 -1.9397 -1.29261
586.4 -0.0841655 -3.25695 -0.440097 -2.93774 -1.9495 -1.3367
586.5 -0.0559668 -3.23338 -0.437098 -2.98826 -1.95651 -1.38058
586.6 -0.0273636 -3.20603 -0.432519 -3.03613 -1.96068 -1.42407
586.7 0.00153658 -3.17498 -0.426346 -3.0812 -1.96198 -1.46703
586.8 0.0306237 -3.14035 -0.418572 -3.1233 -1.96037 -1.50929
586.9 0.0597856 -3.10226 -0.4092 -3.1623 -1.95585 -1.55069
587 0.0889086 -3.06083 -0.39824 -3.19804 -1.94841 -1.59107
587.1 0.117878 -3.01623 -0.385709 -3.23041 -1.93807 -1.63028
587.2 0.146579 -2.96861 -0.371635 -3.25927 -1.92485 -1.66816
587.3 0.174895 -2.91814 -0.356051 -3.2845 -1.90877 -1.70456
587.4 0.202712 -2.86502 -0.338996 -3.30601 -1.88989 -1.73933
587.5 0.229915 -2.80945 -0.320521 -3.32371 -1.86825 -1.77231
587.6 0.256392 -2.75162 -0.300679 -3.33751 -1.84393 -1.80339
587.7 0.282032 -2.69177 -0.279533 -3.34735 -1.817 -1.83241
587.8 0.306725 -2.63012 -0.25715 -3.35318 -1.78756 -1.85925
587.9 0.330367 -2.56691 -0.233606 -3.35494 -1.75569 -1.8838
588 0.352854 -2.50239 -0.208981 -3.35263 -1.72152 -1.90594
588.1 0.374088 -2.4368 -0.18336 -3.34623 -1.68516 -1.92556
588.2 0.393973 -2.37041 -0.156834 -3.33575 -1.64675 -1.94258
588.3 0.412421 -2.30349 -0.1295 -3.3212 -1.60642 -1.9569
588.4 0.429345 -2.23629 -0.101457 -3.30263 -1.56432 -1.96846
588.5 0.444666 -2.16909 -0.0728096 -3.28008 -1.5206 -1.97718
588.6 0.45831 -2.10217 -0.0436659 -3.25362 -1.47544 -1.983
588.7 0.470209 -2.0358 -0.0141367 -3.22334 -1.429 -1.9859
588.8 0.480301 -1.97024 0.0156644 -3.18932 -1.38146 -1.98582
588.9 0.488532 -1.90578 0.0456215 -3.1517 -1.333 -1.98276
589 0.494855 -1.84268 0.075617 -3.11058 -1.28382 -1.9767
589.1 0.499228 -1.78122 0.105532 -3.06612 -1.2341 -1.96764
589.2 0.501618 -1.72164 0.135246 -3.01848 -1.18404 -1.9556
589.3 0.502001 -1.66422 0.16464 -2.96782 -1.13384 -1.9406
589.4 0.500359 -1.60919 0.193594 -2.91433 -1.08371 -1.92269
589.5 0.496683 -1.5568 0.221988 -2.8582 -1.03384 -1.9019
589.6 0.490972 -1.50729 0.249705 -2.79965 -0.984437 -1.87831
589.7 0.483232 -1.46087 0.276628 -2.73888 -0.935709 -1.85199
589.8 0.473478 -1.41777 0.302643 -2.67614 -0.887857 -1.82302
589.9 0.461734 -1.37817 0.327639 -2.61166 -0.84108 -1.7915
590 0.448032 -1.34228 0.351508 -2.54568 -0.795575 -1.75753
590.1 0.432411 -1.31026 0.374144 -2.47848 -0.751537 -1.72124
590.2 0.414919 -1.28227 0.395446 -2.4103 -0.709155 -1.68275
590.3 0.395611 -1.25846 0.41532 -2.34141 -0.668613 -1.64219
590.4 0.374552 -1.23897 0.433674 -2.2721 -0.630091 -1.59973
590.5 0.351811 -1.22389 0.450421 -2.20264 -0.593759 -1.55551
590.6 0.327468 -1.21334 0.465482 -2.1333 -0.559781 -1.50971
590.7 0.301607 -1.20739 0.478783 -2.06437 -0.528315 -1.46248
590.8 0.274321 -1.2061 0.490257 -1.99613 -0.499507 -1.41401
590.9 0.245709 -1.20951 0.499842 -1.92887 -0.473494 -1.36449
591 0.215875 -1.21765 0.507485 -1.86286 -0.450405 -1.31411
591.1 0.184931 -1.23052 0.51314 -1.79837 -0.430355 -1.26306
591.2 0.152991 -1.24811 0.516769 -1.7357 -0.413451 -1.21155
591.3 0.120178 -1.27039 0.51834 -1.67509 -0.399785 -1.15977
591.4 0.0866156 -1.2973 0.517831 -1.61681 -0.389439 -1.10795
591.5 0.0524341 -1.32878 0.515227 -1.56112 -0.382481 -1.05628
591.6 0.0177664 -1.36472 0.510523 -1.50827 -0.378967 -1.00497
591.7 -0.0172517 -1.40503 0.50372 -1.45848 -0.378939 -0.954243
591.8 -0.0524816 -1.44958 0.49483 -1.41199 -0.382424 -0.904298
591.9 -0.0877829 -1.49822 0.483871 -1.36901 -0.389436 -0.855346
592 -0.123014 -1.55078 0.470871 -1.32973 -0.399977 -0.807592
592.1 -0.158031 -1.60709 0.455866 -1.29436 -0.414031 -0.761238
592.2 -0.192693 -1.66695 0.438901 -1.26306 -0.43157 -0.716484
592.3 -0.226855 -1.73015 0.420028 -1.23599 -0.452551 -0.673521
592.4 -0.260377 -1.79646 0.399309 -1.2133 -0.476918 -0.632539
592.5 -0.293118 -1.86563 0.376813 -1.19511 -0.5046 -0.593718
592.6 -0.324939 -1.93741 0.352615 -1.18154 -0.53551 -0.557233
592.7 -0.355705 -2.01153 0.326799 -1.17267 -0.569551 -0.523248
592.8 -0.385283 -2.08772 0.299458 -1.16857 -0.60661 -0.491923
592.9 -0.413544 -2.16567 0.270688 -1.16931 -0.646563 -0.463404
593 -0.440364 -2.2451 0.240596 -1.17492 -0.68927 -0.437828
593.1 -0.465623 -2.32568 0.209291 -1.18542 -0.734583 -0.415324
593.2 -0.489207 -2.40711 0.17689 -1.20079 -0.782338 -0.396006
593.3 -0.511006 -2.48907 0.143514 -1.22103 -0.832364 -0.379978
593.4 -0.530919 -2.57122 0.109292 -1.24608 -0.884476 -0.36733
593.5 -0.54885 -2.65325 0.074354 -1.27589 -0.938481 -0.358142
593.6 -0.564711 -2.73481 0.0388351 -1.31038 -0.994176 -0.352478
593.7 -0.578421 -2.81557 0.00287427 -1.34943 -1.05135 -0.350388
593.8 -0.589908 -2.8952 -0.0333871 -1.39293 -1.10979 -0.351912
593.9 -0.599107 -2.97337 -0.069805 -1.44075 -1.16926 -0.35707
594 -0.605963 -3.04976 -0.106234 -1.49271 -1.22953 -0.365872
594.1 -0.61043 -3.12404 -0.142527 -1.54866 -1.29037 -0.378311
594.2 -0.61247 -3.19589 -0.178536 -1.60838 -1.35153 -0.394366
594.3 -0.612055 -3.26501 -0.214115 -1.67168 -1.41278 -0.414003
594.4 -0.609168 -3.33109 -0.249115 -1.73832 -1.47386 -0.437169
594.5 -0.603801 -3.39385 -0.283392 -1.80807 -1.53453 -0.4638
594.6 -0.595954 -3.453 -0.3168 -1.88067 -1.59454 -0.493817
594.7 -0.585641 -3.50827 -0.349199 -1.95584 -1.65364 -0.527125
594.8 -0.572881 -3.55942 -0.380449 -2.0333 -1.71159 -0.563617
594.9 -0.557709 -3.6062 -0.410416 -2.11277 -1.76814 -0.603171
595 -0.540165 -3.64839 -0.438967 -2.19393 -1.82305 -0.645652
595.1 -0.5203 -3.68578 -0.465977 -2.27647 -1.87609 -0.690912
595.2 -0.498177 -3.71818 -0.491324 -2.36007 -1.92703 -0.738791
595.3 -0.473867 -3.74543 -0.514892 -2.44441 -1.97565 -0.789117
595.4 -0.44745 -3.76736 -0.536573 -2.52914 -2.02174 -0.841706
595.5 -0.419016 -3.78385 -0.556263 -2.61393 -2.06508 -0.896364
595.6 -0.388663 -3.7948 -0.573867 -2.69844 -2.10548 -0.952888
595.7 -0.356498 -3.8001 -0.589297 -2.78232 -2.14275 -1.01106
595.8 -0.322637 -3.79969 -0.602474 -2.86523 -2.17672 -1.07067
595.9 -0.287203 -3.79354 -0.613326 -2.94683 -2.20723 -1.13148
596 -0.250325 -3.78161 -0.621791 -3.02678 -2.23412 -1.19326
596.1 -0.212142 -3.76391 -0.627816 -3.10474 -2.25725 -1.25576
596.2 -0.172795 -3.74047 -0.631356 -3.18038 -2.27651 -1.31874
596.3 -0.132436 -3.71133 -0.632378 -3.25338 -2.29178 -1.38194
596.4 -0.091219 -3.67657 -0.630857 -3.32342 -2.30297 -1.44513
596.5 -0.0493026 -3.63627 -0.626779 -3.3902 -2.31 -1.50803
596.6 -0.00685079 -3.59057 -0.620139 -3.45342 -2.31281 -1.5704
596.7 0.0359695 -3.53959 -0.610944 -3.5128 -2.31136 -1.63197
596.8 0.0789886 -3.48351 -0.599211 -3.56806 -2.30561 -1.6925
596.9 0.122034 -3.4225 -0.584966 -3.61896 -2.29556 -1.75173
597 0.164934 -3.35678 -0.568247 -3.66524 -2.28121 -1.80941
597.1 0.207512 -3.28657 -0.549102 -3.70669 -2.26259 -1.8653
597.2 0.249595 -3.21212 -0.527587 -3.74311 -2.23973 -1.91916
597.3 0.291009 -3.13369 -0.503771 -3.77429 -2.21269 -1.97074
597.4 0.331581 -3.05157 -0.477732 -3.80008 -2.18155 -2.01984
597.5 0.371142 -2.96607 -0.449557 -3.82033 -2.14641 -2.06622
597.6 0.409523 -2.87749 -0.419341 -3.83491 -2.10737 -2.10968
597.7 0.44656 -2.78617 -0.387191 -3.84372 -2.06455 -2.15002
597.8 0.482093 -2.69247 -0.353222 -3.84667 -2.01811 -2.18706
597.9 0.515967 -2.59673 -0.317554 -3.84371 -1.96819 -2.22061
598 0.54803 -2.49932 -0.280319 -3.8348 -1.91497 -2.25052
598.1 0.578141 -2.40063 -0.241654 -3.81993 -1.85865 -2.27663
598.2 0.606161 -2.30105 -0.201704 -3.79911 -1.79942 -2.29881
598.3 0.631961 -2.20097 -0.160619 -3.77238 -1.73749 -2.31693
598.4 0.655418 -2.10078 -0.118556 -3.7398 -1.6731 -2.3309
598.5 0.67642 -2.0009 -0.0756779 -3.70145 -1.60649 -2.34062
598.6 0.694861 -1.90172 -0.0321497 -3.65744 -1.53791 -2.34602
598.7 0.710647 -1.80366 0.0118577 -3.60791 -1.46761 -2.34703
598.8 0.723693 -1.70711 0.0561706 -3.553 -1.39587 -2.34364
598.9 0.733925 -1.61248 0.100613 -3.4929 -1.32296 -2.3358
599 0.741278 -1.52017 0.145006 -3.42781 -1.24918 -2.32352
599.1 0.745699 -1.43057 0.18917 -3.35794 -1.17481 -2.3068
599.2 0.747148 -1.34405 0.232927 -3.28355 -1.10014 -2.2857
599.3 0.745594 -1.261 0.276094 -3.2049 -1.02548 -2.26024
599.4 0.741019 -1.18178 0.318495 -3.12227 -0.951122 -2.2305
599.5 0.733419 -1.10674 0.359951 -3.03596 -0.877375 -2.19657
599.6 0.722799 -1.03621 0.400288 -2.94629 -0.804539 -2.15855
599.7 0.709204 -0.969292 0.439334 -2.8536 -0.732914 -2.11656
599.8 0.692801 -0.902975 0.476921 -2.75823 -0.66279 -2.07074
599.9 0.673914 -0.835629 0.512886 -2.66055 -0.594434 -2.02123
600 0.652897 -0.767889 0.54707 -2.56093 -0.528075 -1.96822
600.1 0.630077 -0.700075 0.579322 -2.45977 -0.463911 -1.91188
600.2 0.605764 -0.632472 0.609496 -2.35744 -0.402107 -1.85243
600.3 0.580253 -0.565328 0.637454 -2.25437 -0.342796 -1.79006
600.4 0.553825 -0.498851 0.663064 -2.15096 -0.286085 -1.72501
600.5 0.526746 -0.43322 0.686205 -2.04762 -0.232051 -1.65753
600.6 0.499266 -0.368573 0.706764 -1.94477 -0.180747 -1.58786
600.7 0.471619 -0.305017 0.724636 -1.84283 -0.132201 -1.51627
600.8 0.444024 -0.242625 0.739729 -1.74222 -0.0864195 -1.44303
600.9 0.416688 -0.181437 0.751958 -1.64336 -0.043386 -1.36842
601 0.389801 -0.12146 0.761253 -1.54665 -0.00306525 -1.29273
601.1 0.36354 -0.0626709 0.767551 -1.45251 0.0345966 -1.21627
601.2 0.338069 -0.00501352 0.770803 -1.36133 0.0696705 -1.13933
601.3 0.31354 0.0515979 0.770971 -1.27351 0.102243 -1.06221
601.4 0.290091 0.10728 0.768031 -1.18943 0.132416 -0.985235
601.5 0.267853 0.162178 0.761968 -1.10946 0.160303 -0.908709
601.6 0.246944 0.216471 0.752783 -1.03395 0.186032 -0.832946
601.7 0.227474 0.270363 0.74052 -0.96172 0.20974 -0.758255
601.8 0.209543 0.324093 0.725366 -0.88937 0.231578 -0.684936
601.9 0.193246 0.377929 0.707669 -0.81545 0.251704 -0.613263
602 0.17867 0.432168 0.687806 -0.740552 0.270286 -0.543472
602.1 0.165899 0.487142 0.666122 -0.664968 0.287499 -0.47576
602.2 0.155011 0.543216 0.642951 -0.588949 0.303529 -0.410294
602.3 0.146082 0.600789 0.61861 -0.512701 0.318567 -0.347206
602.4 0.139186 0.660295 0.593404 -0.436389 0.332814 -0.286598
602.5 0.134397 0.722207 0.567623 -0.360135 0.346475 -0.228542
602.6 0.131791 0.787039 0.541542 -0.284019 0.359766 -0.173081
602.7 0.131444 0.855346 0.515422 -0.208078 0.372909 -0.120233
602.8 0.133437 0.927729 0.48951 -0.132307 0.386134 -0.0699878
602.9 0.137853 1.00465 0.46404 -0.0566595 0.399678 -0.022314
603 0.144701 1.08342 0.439233 0.0189534 0.413786 0.0228441
603.1 0.153781 1.15979 0.415298 0.0946643 0.428691 0.0655634
603.2 0.164771 1.23479 0.392432 0.170648 0.444603 0.105941
603.3 0.177409 1.30876 0.370824 0.247124 0.461698 0.144093
603.4 0.191441 1.38201 0.35065 0.324355 0.480129 0.180155
603.5 0.206629 1.45476 0.332079 0.40265 0.500023 0.214278
603.6 0.222746 1.52722 0.315275 0.482364 0.521484 0.246631
603.7 0.239576 1.59952 0.300392 0.563902 0.544594 0.277398
603.8 0.256914 1.67179 0.287583 0.647717 0.569414 0.30678
603.9 0.274565 1.74408 0.276994 0.734315 0.595986 0.33499
604 0.292344 1.81644 0.268772 0.824257 0.62433 0.362259
604.1 0.310074 1.88886 0.263063 0.918161 0.654451 0.38883
604.2 0.327588 1.96133 0.259999 1.01605 0.686336 0.414961
604.3 0.344729 2.03379 0.259599 1.11415 0.719955 0.440918
604.4 0.361345 2.10616 0.261624 1.20782 0.755263 0.466959
604.5 0.377296 2.17836 0.265708 1.29826 0.792201 0.493309
604.6 0.392448 2.25026 0.271557 1.38592 0.830695 0.520157
604.7 0.406677 2.32173 0.278889 1.47118 0.870659 0.547667
604.8 0.419865 2.39264 0.287445 1.55437 0.911994 0.575974
604.9 0.431904 2.46281 0.296977 1.63574 0.954592 0.605187
605 0.442694 2.53208 0.307257 1.71551 0.998333 0.635392
605.1 0.452144 2.60027 0.318068 1.79386 1.04309 0.666654
605.2 0.46017 2.66719 0.329208 1.87091 1.08871 0.699015
605.3 0.466696 2.73265 0.340489 1.94675 1.13507 0.732499
605.4 0.471657 2.79645 0.351732 2.02144 1.182 0.76711
605.5 0.474994 2.85839 0.362773 2.095 1.22935 0.802837
605.6 0.476657 2.91827 0.373455 2.16743 1.27694 0.839651
605.7 0.476606 2.9759 0.383636 2.23871 1.32462 0.87751
605.8 0.474808 3.03107 0.393182 2.30878 1.37221 0.916356
605.9 0.47124 3.0836 0.401968 2.37758 1.41952 0.95612
606 0.465886 3.13328 0.409882 2.44503 1.46639 0.99672
606.1 0.458739 3.17994 0.416818 2.51102 1.51264 1.03806
606.2 0.449802 3.22339 0.422682 2.57544 1.55808 1.08005
606.3 0.439085 3.26348 0.427389 2.63817 1.60254 1.12256
606.4 0.426607 3.30003 0.430861 2.69907 1.64584 1.16548
606.5 0.412394 3.3329 0.433031 2.75801 1.6878 1.20869
606.6 0.396482 3.36196 0.433841 2.81485 1.72826 1.25204
606.7 0.378913 3.38706 0.43324 2.86943 1.76705 1.29541
606.8 0.359739 3.40811 0.431189 2.92162 1.80399 1.33864
606.9 0.339017 3.42499 0.427653 2.97125 1.83894 1.3816
607 0.316813 3.43763 0.42261 3.01819 1.87175 1.42412
607.1 0.293201 3.44595 0.416044 3.06229 1.90226 1.46607
607.2 0.268258 3.4499 0.407948 3.10341 1.93034 1.50728
607.3 0.242072 3.44943 0.398323 3.14141 1.95587 1.54761
607.4 0.214733 3.44453 0.387178 3.17616 1.97872 1.58689
607.5 0.186341 3.43519 0.374529 3.20755 1.99878 1.62499
607.6 0.156997 3.42142 0.360402 3.23545 2.01596 1.66175
